Id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
479,M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16
2902,I,0.56,0.435,0.13,0.777,0.354,0.17300000000000001,0.222,9
974,F,0.53,0.425,0.13,0.7585,0.325,0.19699999999999998,0.205,8
1295,I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.16399999999999998,9
726,M,0.4,0.305,0.085,0.297,0.10800000000000001,0.0705,0.1,10
1421,F,0.72,0.575,0.17,1.9335,0.9129999999999999,0.389,0.51,13
3320,F,0.535,0.425,0.155,0.7765,0.302,0.1565,0.25,16
2737,I,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9
3849,M,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6
3050,M,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,12
1008,M,0.61,0.475,0.155,1.168,0.5539999999999999,0.239,0.3295,10
3721,M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9
1228,I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4
4073,I,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
2456,I,0.25,0.18,0.06,0.073,0.027999999999999997,0.017,0.0225,5
434,I,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13
4078,M,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10
2267,F,0.61,0.48,0.175,1.0675,0.391,0.21600000000000003,0.42,15
4098,F,0.65,0.495,0.16,1.3105,0.5770000000000001,0.3315,0.355,9
3713,M,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11
2320,I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
3104,M,0.66,0.525,0.2,1.489,0.6065,0.3795,0.42100000000000004,10
2113,I,0.385,0.29,0.09,0.23199999999999998,0.0855,0.0495,0.08,7
2279,M,0.525,0.405,0.135,0.7575,0.3305,0.21600000000000003,0.195,10
2316,M,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13
2539,F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13
2529,F,0.6,0.5,0.155,1.3319999999999999,0.6235,0.2835,0.35,8
561,I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13
2594,F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9
205,F,0.44,0.34,0.14,0.48200000000000004,0.18600000000000003,0.1085,0.16,9
1682,I,0.62,0.49,0.16,1.0659999999999998,0.446,0.24600000000000002,0.305,11
3440,I,0.465,0.37,0.1,0.5055,0.23399999999999999,0.11,0.14,7
1516,M,0.66,0.505,0.165,1.374,0.589,0.35100000000000003,0.345,10
2966,M,0.67,0.54,0.175,1.482,0.7390000000000001,0.2925,0.365,10
2395,I,0.61,0.475,0.17,1.0385,0.4435,0.24100000000000002,0.32,14
658,I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
4007,F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11
2291,M,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
2551,I,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6
89,F,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,12
644,M,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9
760,M,0.585,0.405,0.15,1.2565,0.435,0.20199999999999999,0.325,15
1050,F,0.715,0.525,0.185,1.56,0.6655,0.38299999999999995,0.405,11
2225,M,0.59,0.475,0.155,0.857,0.35600000000000004,0.174,0.28,13
823,I,0.385,0.29,0.095,0.312,0.14300000000000002,0.0635,0.086,6
1234,I,0.375,0.29,0.095,0.213,0.096,0.040999999999999995,0.061,5
1893,I,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10
4024,I,0.33,0.245,0.065,0.1445,0.057999999999999996,0.032,0.0505,6
1520,M,0.67,0.5,0.19,1.5190000000000001,0.616,0.38799999999999996,0.415,10
4115,F,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10
3329,F,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10
143,M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
785,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15
2050,M,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
3354,F,0.455,0.36,0.11,0.4385,0.20600000000000002,0.098,0.125,10
1864,I,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9
2156,M,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12
2613,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
3074,M,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11
171,F,0.53,0.395,0.145,0.775,0.308,0.16899999999999998,0.255,7
412,F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
2585,F,0.55,0.425,0.125,0.9640000000000001,0.5475,0.159,0.215,8
416,F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20
2686,M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11
1294,I,0.52,0.395,0.125,0.6629999999999999,0.3005,0.131,0.1905,9
2986,M,0.535,0.405,0.175,1.2705,0.5479999999999999,0.3265,0.337,13
3775,M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8
364,F,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12
2398,I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14
2983,F,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,8
740,M,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14
73,M,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
3342,M,0.43,0.33,0.095,0.34,0.1315,0.085,0.11199999999999999,14
3864,I,0.32,0.235,0.065,0.1385,0.057999999999999996,0.0225,0.05,5
1265,I,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7
2208,F,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16
2360,F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11
1988,I,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5
3724,F,0.485,0.365,0.15,0.9145,0.4145,0.19899999999999998,0.273,7
2426,I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14
2670,M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9
1492,F,0.61,0.485,0.17,1.1005,0.5125,0.22899999999999998,0.305,11
2202,M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19
1216,I,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5
3462,F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10
2099,F,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10
3941,F,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15
1998,I,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7
3963,I,0.27,0.205,0.075,0.11800000000000001,0.059000000000000004,0.031,0.0305,4
2356,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
631,F,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7
3270,F,0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24,13
4005,F,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9
3338,F,0.685,0.525,0.175,1.71,0.5415,0.309,0.58,16
1080,M,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
1405,M,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
632,M,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10
1456,I,0.475,0.365,0.115,0.45899999999999996,0.2175,0.09300000000000001,0.1165,7
2035,M,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9
2623,F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10
1851,I,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,9
3538,M,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7
1802,F,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
2229,M,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7
178,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
498,F,0.615,0.525,0.155,1.0385,0.42700000000000005,0.2315,0.345,11
3876,M,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16
484,M,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12
3095,M,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,9
3376,I,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6
2246,F,0.38,0.325,0.11,0.3105,0.12,0.07400000000000001,0.105,10
2752,M,0.515,0.41,0.14,0.7355,0.3065,0.13699999999999998,0.2,7
3951,F,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
877,F,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10
1166,F,0.615,0.475,0.155,1.0270000000000001,0.447,0.25,0.285,9
1689,M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
1340,M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9
273,M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15
3937,M,0.53,0.425,0.11,0.7390000000000001,0.237,0.161,0.295,13
759,M,0.57,0.43,0.12,1.0615,0.348,0.16699999999999998,0.31,15
2218,M,0.495,0.39,0.15,0.853,0.3285,0.18899999999999997,0.27,14
1597,I,0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10
1356,F,0.6,0.455,0.145,0.8895,0.419,0.1715,0.26899999999999996,10
3663,I,0.55,0.4,0.135,0.7170000000000001,0.3315,0.1495,0.221,9
1598,I,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,9
992,F,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,8
2093,F,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11
2515,F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8
2841,M,0.595,0.435,0.16,1.057,0.4255,0.22399999999999998,0.31,9
3164,F,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,13
1843,I,0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8
3476,I,0.4,0.29,0.1,0.258,0.10400000000000001,0.059000000000000004,0.0815,7
1466,M,0.515,0.425,0.145,0.9365,0.49700000000000005,0.18100000000000002,0.2185,8
319,I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6
184,F,0.645,0.51,0.2,1.5675,0.621,0.36700000000000005,0.46,12
2973,M,0.735,0.59,0.205,2.0869999999999997,0.909,0.474,0.625,12
2935,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,10
2913,M,0.59,0.5,0.15,1.1420000000000001,0.485,0.265,0.345,9
3692,M,0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36,11
2028,F,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10
839,I,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9
3570,M,0.58,0.47,0.165,1.041,0.54,0.166,0.27899999999999997,9
539,F,0.375,0.29,0.115,0.2705,0.09300000000000001,0.066,0.0885,10
1154,M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
801,M,0.45,0.335,0.125,0.349,0.11900000000000001,0.1055,0.115,10
2245,M,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9
2747,I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10
1135,I,0.57,0.44,0.15,0.755,0.3425,0.16,0.22399999999999998,8
210,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10
3174,M,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9
2512,M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8
65,M,0.475,0.355,0.12,0.48,0.23399999999999999,0.1015,0.135,8
863,F,0.6,0.475,0.155,1.21,0.653,0.1695,0.3205,10
3131,M,0.675,0.505,0.16,1.5319999999999998,0.74,0.35700000000000004,0.3815,11
2892,M,0.53,0.405,0.15,0.8315,0.35200000000000004,0.187,0.2525,10
4121,I,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,9
1132,F,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9
3214,F,0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14
1026,M,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,8
2328,F,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15
341,F,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,14
3253,I,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6
875,M,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14
1506,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9
372,F,0.68,0.58,0.2,1.787,0.585,0.45299999999999996,0.6,19
2624,M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12
2259,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13
2568,I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7
889,F,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11
3683,M,0.62,0.525,0.155,1.085,0.45399999999999996,0.1965,0.35,10
3029,I,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11
3183,M,0.565,0.44,0.115,0.9185,0.40399999999999997,0.1785,0.29,11
1325,F,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8
2402,I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16
3676,F,0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10
96,M,0.535,0.435,0.15,0.725,0.26899999999999996,0.1385,0.25,9
2802,M,0.65,0.52,0.155,1.368,0.6185,0.28800000000000003,0.365,9
2637,I,0.44,0.335,0.115,0.4215,0.17300000000000001,0.0765,0.113,7
2877,I,0.46,0.36,0.14,0.447,0.161,0.087,0.16,9
3923,M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
129,M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18
2561,I,0.44,0.345,0.115,0.545,0.26899999999999996,0.111,0.1305,6
2119,I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9
1635,I,0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9
1985,M,0.76,0.605,0.215,2.173,0.8009999999999999,0.4915,0.6459999999999999,13
4111,I,0.515,0.4,0.14,0.7165,0.3495,0.1595,0.1785,8
2816,I,0.325,0.24,0.075,0.1525,0.07200000000000001,0.0645,0.043,6
3390,M,0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26,10
3557,I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8
370,F,0.65,0.545,0.165,1.5659999999999998,0.6645,0.3455,0.415,16
1788,F,0.545,0.415,0.2,1.358,0.5670000000000001,0.318,0.40299999999999997,10
2504,I,0.31,0.24,0.105,0.2885,0.11800000000000001,0.065,0.083,6
2116,I,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,6
1820,F,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13
994,F,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8
881,M,0.655,0.52,0.165,1.4095,0.586,0.29100000000000004,0.405,9
737,F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12
231,M,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,14
377,F,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10
3459,M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8
3580,F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10
432,M,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,18
1361,F,0.605,0.475,0.175,1.0759999999999998,0.46299999999999997,0.2195,0.335,9
3072,F,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10
1378,F,0.62,0.5,0.15,1.2930000000000001,0.596,0.3135,0.354,10
1591,M,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8
1143,M,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
2643,I,0.485,0.375,0.13,0.5535,0.266,0.11199999999999999,0.157,8
172,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
1876,I,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9
2654,F,0.545,0.43,0.14,0.8320000000000001,0.4355,0.17,0.201,9
814,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7
4173,M,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10
2266,F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14
948,F,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6
16,I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7
2026,F,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9
2020,M,0.515,0.4,0.14,0.6335,0.28800000000000003,0.145,0.168,9
3233,F,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12
367,F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10
1406,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.38299999999999995,10
3821,M,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10
3976,I,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7
2808,F,0.705,0.54,0.205,1.757,0.8265,0.41700000000000004,0.461,9
3018,I,0.44,0.32,0.105,0.3875,0.1755,0.07400000000000001,0.12,9
3609,F,0.555,0.405,0.12,0.9129999999999999,0.4585,0.196,0.2065,9
1848,I,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9
3256,F,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12
3261,F,0.645,0.52,0.19,1.3105,0.58,0.28800000000000003,0.37,12
1935,M,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12
3122,M,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,8
1624,M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9
3397,F,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945,12
542,M,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15
2725,I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8
2454,I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027000000000000003,5
1459,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6
1668,M,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
1903,M,0.575,0.445,0.145,0.8759999999999999,0.3795,0.1615,0.27,10
552,I,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12
362,F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
549,I,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11
3105,I,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,5
81,M,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12
1730,M,0.665,0.505,0.16,1.2890000000000001,0.6145,0.253,0.3665,11
3994,I,0.185,0.135,0.045,0.032,0.011000000000000001,0.0065,0.01,4
355,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20
2083,M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
2449,F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9
2690,M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9
2979,M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8
554,I,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9
693,M,0.38,0.29,0.12,0.28300000000000003,0.1175,0.0655,0.085,9
3180,F,0.37,0.295,0.1,0.2685,0.1165,0.055999999999999994,0.0835,7
649,F,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9
3458,F,0.61,0.47,0.16,1.0745,0.4925,0.23600000000000002,0.29,8
3534,I,0.4,0.315,0.09,0.33,0.151,0.068,0.08,6
420,F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14
2641,I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.12300000000000001,7
3284,M,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11
3668,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10
1229,I,0.365,0.27,0.085,0.1875,0.081,0.042,0.057999999999999996,6
1089,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
2754,I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8
2746,I,0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8
3133,F,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9
3263,M,0.565,0.45,0.115,0.9085,0.39799999999999996,0.19699999999999998,0.29,17
2305,F,0.55,0.415,0.135,0.775,0.302,0.179,0.26,23
960,M,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7
1164,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10
371,F,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,16
3782,F,0.62,0.5,0.175,1.107,0.4895,0.24,0.34299999999999997,11
2942,M,0.63,0.53,0.18,1.2795,0.618,0.256,0.315,9
1575,I,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
1484,F,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9
2548,I,0.275,0.195,0.07,0.0875,0.0345,0.022000000000000002,0.0255,4
3820,M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
1858,F,0.51,0.4,0.12,0.7005,0.34700000000000003,0.1105,0.195,10
258,F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15
769,F,0.53,0.425,0.17,0.9490000000000001,0.3485,0.2395,0.278,17
2061,F,0.5,0.38,0.14,0.6355,0.27699999999999997,0.14300000000000002,0.1785,8
3028,I,0.515,0.385,0.125,0.5720000000000001,0.237,0.1435,0.165,7
2018,M,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10
3500,M,0.6,0.41,0.145,0.9390000000000001,0.4475,0.196,0.268,8
114,F,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11
1816,F,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10
1594,I,0.525,0.4,0.14,0.654,0.305,0.16,0.16899999999999998,7
957,M,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6
2289,F,0.58,0.475,0.155,0.9740000000000001,0.4305,0.23,0.285,10
3153,M,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,9
679,F,0.37,0.275,0.1,0.2225,0.09300000000000001,0.026000000000000002,0.08,8
2325,F,0.415,0.305,0.105,0.3605,0.12,0.08199999999999999,0.1,10
56,M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
4079,M,0.55,0.385,0.13,0.7275,0.34299999999999997,0.1625,0.19,8
435,M,0.5,0.41,0.15,0.662,0.2815,0.13699999999999998,0.22,11
1057,I,0.225,0.165,0.055,0.059000000000000004,0.027000000000000003,0.0125,0.015,4
155,M,0.515,0.405,0.13,0.722,0.32,0.131,0.21,10
3033,M,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,8
1016,M,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8
60,M,0.45,0.345,0.105,0.4115,0.18,0.1125,0.135,7
2077,F,0.61,0.43,0.14,0.909,0.43799999999999994,0.2,0.22,8
782,M,0.515,0.435,0.145,0.8815,0.292,0.20600000000000002,0.255,10
35,M,0.465,0.355,0.105,0.4795,0.22699999999999998,0.124,0.125,8
3586,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11
1650,I,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11
1060,I,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7
358,M,0.745,0.585,0.215,2.499,0.9265,0.47200000000000003,0.7,17
1123,F,0.55,0.415,0.135,0.8145,0.42700000000000005,0.1855,0.175,8
4138,M,0.63,0.49,0.155,1.229,0.535,0.29,0.335,11
3598,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
524,M,0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4
1200,F,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
2785,M,0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,9
3322,F,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15
265,F,0.46,0.38,0.13,0.639,0.3,0.1525,0.16,11
1585,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
1664,I,0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9
1968,M,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12
1518,M,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11
2920,M,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,10
3343,F,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,13
3035,I,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,10
2514,I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8
336,M,0.6,0.475,0.19,1.0875,0.40299999999999997,0.2655,0.325,14
2596,F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8
3700,F,0.66,0.53,0.17,1.431,0.622,0.309,0.39799999999999996,10
1156,M,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
887,F,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
494,M,0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,17
580,F,0.625,0.49,0.175,1.2329999999999999,0.5565,0.247,0.365,11
3931,I,0.55,0.44,0.165,0.8605,0.312,0.16899999999999998,0.3,17
3027,I,0.5,0.38,0.135,0.5285,0.226,0.12300000000000001,0.209,8
3238,M,0.695,0.53,0.15,1.4769999999999999,0.6375,0.3025,0.43,14
2479,F,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14
1189,M,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865,12
2652,I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9
3484,I,0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8
212,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
3240,M,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15
1064,I,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
75,F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
3456,F,0.61,0.48,0.16,1.234,0.598,0.23800000000000002,0.315,12
1312,F,0.55,0.405,0.125,0.6509999999999999,0.2965,0.13699999999999998,0.2,9
1031,M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9
3719,I,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7
247,I,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9
1595,M,0.525,0.4,0.155,0.7070000000000001,0.282,0.1605,0.225,9
3984,M,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
1500,F,0.63,0.5,0.175,1.1105,0.467,0.268,0.32899999999999996,10
1919,I,0.605,0.49,0.165,1.071,0.48200000000000004,0.1935,0.35200000000000004,10
186,F,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12
2998,F,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
2015,I,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8
2716,I,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,6
2845,F,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10
2056,F,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955,7
2940,M,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10
1622,I,0.565,0.42,0.155,0.743,0.31,0.18600000000000003,0.231,9
3008,F,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,12
1075,I,0.41,0.325,0.1,0.3245,0.132,0.07200000000000001,0.106,6
2959,F,0.66,0.525,0.16,1.2770000000000001,0.4975,0.319,0.39399999999999996,13
3705,F,0.67,0.54,0.2,1.46,0.6435,0.32799999999999996,0.4165,9
